,DuplicatedInput-v0,Test Date,Tue Apr 23 07:58:28 UTC 2019,

2.000000,1.500000,2.500000,3.500000,2.500000,2.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,1.500000,1.500000,3.500000,1.500000,1.500000,1.500000,1.500000,
1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,4.500000,1.500000,
2.000000,3.500000,2.500000,3.500000,2.500000,2.500000,1.500000,2.500000,3.500000,1.500000,
2.000000,2.500000,1.500000,1.500000,1.500000,1.500000,2.500000,3.500000,2.500000,2.500000,
2.000000,3.500000,2.000000,2.500000,1.500000,1.500000,0.500000,1.500000,3.500000,1.500000,
3.000000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,3.500000,1.500000,1.500000,
3.000000,1.500000,2.500000,2.500000,2.500000,2.500000,1.500000,3.500000,2.500000,1.500000,
3.000000,2.500000,0.500000,1.500000,1.500000,1.500000,2.500000,4.500000,2.500000,1.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,4.500000,3.500000,
2.000000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,
2.000000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,2.500000,2.500000,1.500000,
2.000000,2.500000,3.500000,2.500000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,
3.000000,3.500000,2.500000,4.500000,1.500000,1.500000,1.500000,3.500000,1.500000,2.500000,
2.000000,2.500000,3.500000,1.500000,2.500000,1.500000,2.500000,4.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,1.500000,1.500000,2.500000,3.500000,1.500000,3.500000,4.500000,
2.000000,1.500000,1.500000,3.500000,3.500000,1.500000,2.500000,2.000000,1.500000,0.500000,
2.000000,1.500000,2.500000,0.500000,1.500000,4.500000,2.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,3.500000,1.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,
3.000000,3.500000,2.500000,2.500000,3.500000,1.500000,1.500000,2.500000,4.500000,1.500000,
2.000000,2.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,2.500000,1.500000,1.500000,1.500000,1.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,3.500000,
2.000000,2.500000,2.500000,2.500000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,3.500000,2.500000,2.500000,
3.000000,1.500000,2.500000,2.500000,1.500000,3.500000,3.500000,2.500000,2.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,1.500000,3.500000,2.500000,1.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,3.500000,2.500000,1.500000,2.000000,1.500000,3.500000,
3.000000,1.500000,1.500000,1.500000,2.500000,3.500000,2.500000,2.500000,2.500000,4.500000,
3.000000,3.500000,1.500000,2.500000,2.500000,3.500000,2.500000,2.500000,2.500000,2.500000,
0.500000,3.500000,3.500000,2.500000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,
3.000000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,
1.500000,2.500000,4.500000,1.500000,2.500000,3.500000,2.500000,2.500000,3.500000,1.500000,
3.000000,2.500000,2.500000,2.500000,2.500000,3.500000,3.500000,2.500000,0.500000,1.500000,
2.000000,2.500000,1.500000,1.500000,1.500000,3.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,2.500000,2.500000,1.500000,0.500000,1.500000,1.500000,2.500000,1.500000,2.500000,
3.000000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,3.500000,1.500000,2.500000,
0.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,3.500000,2.500000,3.500000,2.500000,2.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,3.500000,2.500000,1.500000,2.500000,1.500000,1.500000,1.500000,1.500000,
2.000000,2.500000,3.500000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,3.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,1.500000,1.500000,0.500000,1.500000,3.500000,
2.000000,1.500000,1.500000,4.500000,2.500000,1.500000,3.500000,2.500000,2.500000,4.500000,
2.000000,2.500000,2.500000,3.500000,4.500000,2.500000,1.500000,1.500000,1.500000,3.500000,
3.000000,2.500000,1.500000,2.500000,2.500000,3.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,3.500000,1.500000,2.500000,2.500000,2.500000,2.500000,3.500000,1.500000,3.500000,
3.000000,2.500000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,3.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,2.500000,1.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,
3.000000,2.500000,2.500000,1.500000,1.500000,3.500000,2.500000,1.500000,2.500000,2.500000,
3.000000,2.500000,1.500000,1.500000,4.500000,1.500000,3.500000,2.500000,2.500000,2.500000,
2.000000,2.500000,2.500000,1.500000,3.500000,3.000000,4.500000,1.500000,3.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,1.500000,3.500000,3.500000,2.500000,2.500000,2.500000,
3.000000,3.500000,2.500000,1.500000,1.500000,4.500000,1.500000,2.500000,2.500000,2.500000,
3.000000,1.500000,2.500000,2.500000,1.500000,2.500000,2.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,3.500000,2.500000,1.500000,1.500000,4.500000,1.500000,1.500000,1.500000,
2.000000,1.500000,2.500000,2.500000,2.500000,2.500000,1.500000,3.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,3.500000,2.500000,3.500000,2.500000,2.500000,1.500000,2.500000,
3.000000,2.500000,3.500000,1.500000,1.500000,2.500000,0.500000,1.500000,1.500000,3.500000,
2.000000,2.500000,2.500000,1.500000,3.500000,3.500000,3.500000,0.500000,2.500000,4.500000,
2.000000,1.500000,3.500000,3.500000,1.500000,2.500000,2.500000,0.500000,0.500000,3.500000,
2.000000,3.500000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,2.500000,3.500000,
2.000000,1.500000,2.500000,1.500000,3.500000,1.500000,1.500000,1.500000,3.500000,2.500000,
2.000000,2.500000,2.500000,1.500000,2.500000,3.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,2.000000,2.500000,2.500000,3.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,2.500000,2.500000,2.500000,1.500000,2.500000,
2.000000,2.500000,4.500000,1.500000,1.500000,2.500000,1.500000,1.500000,1.500000,1.500000,
3.000000,5.500000,1.500000,1.500000,3.500000,2.500000,2.500000,2.500000,1.500000,2.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,1.500000,3.500000,1.500000,1.500000,3.500000,
2.000000,2.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,3.500000,2.500000,
2.000000,3.500000,2.500000,3.500000,1.500000,3.500000,3.500000,1.500000,3.500000,1.500000,
2.000000,2.500000,4.500000,3.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,
3.000000,3.500000,1.500000,2.500000,2.500000,2.000000,4.500000,2.500000,1.500000,1.500000,
2.000000,2.500000,3.500000,2.500000,2.500000,1.500000,2.500000,3.500000,2.500000,3.500000,
2.000000,4.500000,2.500000,3.500000,2.500000,2.500000,2.500000,2.500000,3.500000,2.500000,
2.000000,2.500000,1.500000,1.500000,3.500000,1.500000,2.500000,2.500000,2.500000,2.500000,
2.000000,3.500000,1.500000,1.500000,1.500000,2.500000,2.500000,3.500000,3.500000,1.500000,
3.000000,2.500000,3.500000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,3.500000,
3.000000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,2.500000,1.500000,2.500000,
3.000000,3.500000,2.500000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,1.500000,
3.000000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,1.500000,
2.000000,5.500000,3.500000,3.500000,1.500000,0.500000,2.500000,1.500000,3.500000,2.500000,
2.000000,2.500000,3.500000,1.500000,1.500000,2.500000,3.500000,2.500000,1.500000,1.500000,
3.000000,2.500000,2.500000,1.500000,1.500000,3.500000,2.500000,1.500000,1.500000,1.500000,
1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,4.500000,4.500000,
3.000000,2.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,3.500000,2.500000,
3.000000,3.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,3.500000,
2.000000,2.500000,2.500000,4.500000,4.500000,1.500000,1.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,4.500000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,1.500000,
3.000000,2.500000,1.500000,2.500000,3.500000,1.500000,2.500000,1.500000,1.500000,1.500000,
3.000000,2.500000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,
3.000000,1.500000,2.500000,3.500000,2.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,3.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,2.500000,2.500000,2.500000,3.500000,0.500000,1.500000,2.500000,1.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,1.500000,4.500000,0.500000,3.500000,1.500000,1.500000,
2.000000,3.500000,2.500000,1.500000,3.500000,2.500000,2.500000,2.500000,1.500000,2.500000,
3.000000,2.500000,1.500000,1.500000,2.500000,3.500000,2.500000,1.500000,3.500000,2.500000,
3.000000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,3.500000,3.500000,
2.000000,3.500000,2.500000,1.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
0.500000,1.500000,2.500000,2.500000,2.500000,1.500000,1.500000,2.500000,2.500000,4.500000,
2.000000,3.500000,1.500000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
3.000000,1.500000,3.500000,1.500000,2.500000,3.500000,1.500000,2.500000,1.500000,3.500000,
2.000000,2.500000,3.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,2.500000,
2.000000,1.500000,3.500000,1.500000,2.500000,3.000000,2.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,3.500000,1.500000,1.500000,
2.000000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,3.500000,2.500000,
3.000000,2.500000,1.500000,2.500000,1.500000,2.500000,2.500000,2.500000,2.500000,1.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,2.500000,1.500000,
3.000000,2.500000,3.500000,4.500000,2.500000,1.500000,1.500000,2.500000,1.500000,3.500000,
2.000000,1.500000,1.500000,2.500000,4.500000,4.500000,1.500000,1.500000,3.500000,2.500000,
3.000000,2.500000,2.500000,3.500000,1.500000,2.500000,3.500000,2.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,3.500000,3.500000,2.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,1.500000,1.500000,3.500000,2.500000,1.500000,3.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,3.500000,3.500000,1.500000,
2.000000,1.500000,1.500000,2.500000,1.500000,1.500000,0.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,2.500000,2.500000,2.500000,
1.500000,1.500000,2.500000,2.500000,2.500000,1.500000,3.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,2.500000,2.500000,1.500000,2.500000,3.500000,1.500000,1.500000,1.500000,
2.000000,1.500000,5.500000,2.500000,2.500000,2.500000,3.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,4.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,1.500000,
2.000000,2.500000,3.500000,2.500000,1.500000,2.500000,0.500000,3.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,3.500000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,
0.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,2.500000,0.500000,3.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,3.500000,1.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,3.500000,1.500000,2.500000,3.500000,2.500000,5.500000,
2.000000,2.500000,3.500000,1.500000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,
3.000000,3.500000,1.500000,2.500000,4.500000,1.500000,1.500000,1.500000,1.500000,1.500000,
3.000000,1.500000,2.500000,1.500000,3.500000,0.500000,2.500000,2.500000,1.500000,2.500000,
3.000000,4.500000,2.500000,1.500000,3.500000,2.500000,2.500000,2.500000,2.500000,1.500000,
2.000000,1.500000,3.500000,2.500000,2.500000,2.500000,1.500000,1.500000,1.500000,1.500000,
3.000000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,0.500000,2.500000,2.500000,2.500000,3.500000,1.500000,1.500000,5.500000,
2.000000,2.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.500000,3.500000,1.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,2.500000,2.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,1.500000,4.500000,3.500000,1.500000,1.500000,2.500000,2.500000,3.500000,
2.000000,1.500000,3.500000,1.500000,2.500000,1.500000,3.500000,1.500000,1.500000,1.500000,
2.000000,2.500000,1.500000,1.500000,1.500000,0.500000,1.500000,2.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,2.500000,2.500000,2.500000,2.500000,3.500000,2.500000,0.500000,
2.000000,2.500000,3.500000,1.500000,1.500000,2.500000,3.500000,1.500000,2.500000,1.500000,
2.000000,1.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,3.500000,2.500000,3.500000,2.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,0.500000,2.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,1.500000,3.500000,
3.000000,2.500000,2.500000,1.500000,2.500000,4.500000,1.500000,1.500000,2.500000,1.500000,
2.000000,1.500000,1.500000,3.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,1.500000,1.500000,3.500000,4.500000,1.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,3.500000,2.500000,2.500000,2.500000,2.500000,3.500000,
2.000000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,2.500000,2.500000,2.500000,
2.000000,2.500000,2.000000,1.500000,1.500000,4.500000,3.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,2.500000,4.500000,2.500000,3.500000,3.500000,4.500000,1.500000,1.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,
3.000000,2.500000,3.500000,2.500000,1.500000,5.500000,2.500000,2.500000,1.500000,3.500000,
3.000000,3.500000,3.500000,2.500000,1.500000,2.500000,2.500000,1.500000,2.500000,1.500000,
3.000000,1.500000,1.500000,1.500000,0.500000,1.500000,2.500000,1.500000,2.500000,3.500000,
2.000000,2.500000,2.500000,1.500000,3.500000,2.500000,2.500000,1.500000,1.500000,3.500000,
3.000000,4.500000,3.500000,1.500000,1.500000,2.500000,1.500000,2.500000,1.500000,3.500000,
2.000000,1.500000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,2.500000,1.500000,
3.000000,1.500000,1.500000,3.500000,1.500000,2.500000,0.500000,1.500000,1.500000,4.500000,
2.000000,1.500000,1.500000,3.000000,1.500000,1.500000,1.500000,3.500000,1.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,1.500000,1.500000,1.500000,3.500000,1.500000,1.500000,
3.000000,1.500000,1.500000,1.500000,2.500000,2.500000,1.500000,1.500000,2.500000,2.500000,
2.000000,2.500000,3.500000,2.500000,1.500000,2.500000,2.500000,2.500000,2.500000,4.500000,
2.000000,4.500000,1.500000,1.500000,1.500000,2.500000,1.500000,3.500000,3.500000,2.500000,
3.000000,2.500000,1.500000,2.500000,3.500000,2.500000,1.500000,1.500000,1.500000,3.500000,
3.000000,2.000000,1.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,1.500000,1.500000,2.500000,1.500000,1.500000,1.500000,3.500000,1.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,2.500000,
2.000000,2.500000,1.500000,1.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,
3.000000,1.500000,1.500000,3.500000,1.500000,2.500000,0.500000,1.500000,2.500000,4.500000,
0.500000,2.500000,1.500000,1.500000,2.500000,4.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,3.500000,1.500000,1.500000,1.500000,3.500000,1.500000,2.500000,1.500000,3.500000,
3.000000,1.500000,1.500000,1.500000,4.500000,3.500000,2.500000,2.500000,3.500000,1.500000,
2.000000,1.500000,1.500000,3.500000,1.500000,3.500000,2.500000,2.500000,2.500000,2.500000,
3.000000,1.500000,2.500000,1.500000,1.500000,5.500000,1.500000,1.500000,2.500000,2.500000,
3.000000,1.500000,2.500000,3.500000,2.500000,10.500000,2.500000,2.500000,4.500000,1.500000,
2.000000,1.500000,3.500000,1.500000,1.500000,2.500000,3.500000,0.500000,2.500000,1.500000,
3.000000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,1.500000,0.500000,1.500000,
2.000000,3.500000,1.500000,0.500000,2.500000,2.500000,1.500000,2.500000,1.500000,1.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,5.500000,3.500000,3.500000,1.500000,2.500000,
3.000000,2.500000,1.500000,0.500000,1.000000,1.500000,2.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,2.500000,2.500000,3.500000,1.500000,1.500000,
2.000000,2.500000,4.500000,3.500000,0.500000,2.500000,2.500000,2.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,1.500000,1.500000,3.500000,2.500000,1.500000,
2.000000,1.500000,1.500000,1.500000,2.500000,2.500000,1.500000,2.500000,2.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,3.500000,1.500000,1.500000,2.500000,2.500000,1.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,1.500000,3.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,3.500000,2.500000,1.500000,1.500000,2.500000,
2.000000,1.500000,1.500000,2.500000,1.500000,2.500000,1.500000,3.500000,1.500000,3.500000,
2.000000,4.500000,1.500000,2.500000,3.500000,2.500000,1.500000,2.500000,2.500000,1.500000,
3.000000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,1.500000,1.500000,1.500000,
2.000000,2.500000,3.500000,3.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,
3.000000,1.500000,3.500000,1.500000,2.500000,3.500000,1.500000,1.500000,1.500000,2.500000,
2.000000,4.500000,2.500000,1.500000,2.500000,1.500000,1.500000,1.500000,1.500000,3.500000,
2.000000,15.000000,1.500000,2.500000,2.500000,1.500000,3.500000,3.500000,1.500000,2.500000,
2.000000,15.000000,1.500000,2.500000,2.500000,1.500000,4.500000,1.500000,1.500000,2.500000,
0.500000,1.500000,1.500000,4.500000,2.500000,1.500000,2.500000,2.500000,3.500000,2.500000,
3.000000,2.500000,1.500000,2.500000,3.500000,1.500000,1.500000,1.500000,1.500000,2.500000,
2.000000,1.500000,1.500000,3.500000,2.500000,2.500000,3.500000,1.500000,2.500000,2.500000,
2.000000,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,4.500000,1.500000,2.500000,
3.000000,2.500000,2.500000,1.500000,2.500000,3.500000,1.500000,2.500000,2.500000,2.500000,
2.000000,1.500000,2.500000,1.500000,2.500000,2.500000,0.500000,3.500000,2.500000,2.500000,
2.000000,1.500000,1.500000,2.500000,1.500000,1.500000,3.500000,1.500000,1.500000,1.500000,
2.000000,2.500000,1.500000,1.500000,2.500000,2.500000,3.500000,1.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,2.500000,2.500000,2.500000,1.500000,1.500000,2.500000,4.500000,
2.000000,2.500000,2.500000,1.500000,1.500000,1.500000,2.500000,2.500000,1.500000,2.500000,
2.000000,2.500000,1.500000,3.500000,2.500000,3.500000,2.500000,2.500000,1.500000,1.500000,
3.000000,1.500000,3.500000,2.500000,1.500000,1.500000,1.500000,1.500000,1.500000,3.500000,
3.000000,2.500000,3.500000,1.500000,2.500000,2.500000,3.500000,2.500000,1.500000,1.500000,
3.000000,2.500000,1.500000,1.500000,2.500000,1.500000,2.500000,2.500000,1.500000,1.500000,
